    Soil_Type,Soil_pH,Soil_Moisture,Nitrogen_Level,Phosphorus_Level,Potassium_Level,Temperature,Humidity,Rainfall,Crop_Type,Recommended_Fertilizer
Sandy,7.65,38.3,102,41,99,23.99,74.04,1330.74,Rice,NPK
Loamy,6.96,44.13,106,37,36,28.43,77.18,426.18,Rice,DAP
Silt,5.01,34.87,112,18,70,36.47,84.39,302.09,Rice,DAP
Silt,8.09,34.08,61,18,108,34.54,32.36,1363.66,Rice,DAP
Sandy,6.71,40.9,44,45,96,22.96,47.0,2529.94,Rice,Urea
Loamy,8.08,34.66,88,76,21,37.52,82.76,1673.47,Rice,MOP
Loamy,6.72,37.66,152,76,89,38.33,68.72,1451.51,Rice,MOP
Loamy,5.0,27.95,32,60,75,39.53,78.42,2553.83,Rice,Urea
Clay,6.51,12.73,51,71,26,12.59,69.65,248.49,Rice,Urea
Loamy,7.65,21.68,36,30,92,37.59,70.45,2209.61,Rice,Urea
Clay,4.62,42.13,27,39,33,29.82,53.27,2570.7,Rice,Urea
Silt,6.02,21.03,139,88,30,10.73,84.45,1860.08,Rice,MOP
Silt,7.85,11.01,57,17,67,18.68,64.69,2937.84,Rice,Urea
Clay,4.67,15.66,108,81,83,33.32,62.94,2266.3,Rice,Compost
Silt,7.46,34.56,51,60,11,24.78,83.34,2479.01,Rice,Urea
Sandy,6.86,58.28,142,29,118,28.26,38.13,855.31,Rice,DAP
Clay,5.24,22.37,151,47,70,36.81,66.91,2411.95,Rice,Compost
Sandy,5.65,42.21,33,21,88,16.24,69.04,1781.75,Rice,Urea
Clay,4.54,44.21,49,61,35,33.51,85.82,2339.62,Rice,Urea
Clay,7.6,17.18,119,55,110,19.95,88.57,2460.22,Rice,MOP
Sandy,5.23,36.19,47,65,114,15.06,82.2,2246.99,Rice,Urea
Silt,8.34,51.16,115,45,89,36.08,79.26,1337.44,Rice,Zinc Sulphate
Silt,6.71,30.36,58,12,49,24.64,67.24,1242.75,Rice,Urea
Loamy,4.84,39.31,71,24,45,17.32,49.53,738.97,Rice,DAP
Sandy,7.6,12.89,128,56,111,30.86,85.77,2116.89,Rice,NPK
Loamy,6.7,54.91,136,41,78,38.65,35.49,455.78,Rice,NPK
Sandy,5.12,15.58,153,57,16,39.28,86.93,451.79,Rice,MOP
Clay,7.08,46.34,86,30,12,22.19,76.14,2352.82,Rice,DAP
Sandy,6.0,55.25,34,12,52,20.57,74.38,667.82,Rice,Urea
Loamy,8.33,24.9,56,48,45,23.32,58.77,2433.93,Rice,Urea
Silt,7.23,43.42,78,79,65,37.96,33.72,1124.43,Rice,Compost
Silt,5.44,51.0,57,39,31,10.4,62.85,1564.04,Rice,Urea
Clay,6.17,32.29,146,30,56,22.16,75.72,2275.64,Rice,DAP
Loamy,5.1,40.57,37,27,48,30.33,53.8,1049.2,Rice,Urea
Clay,6.11,56.84,34,88,106,28.91,74.25,1474.92,Rice,Urea
Loamy,4.85,17.09,49,83,119,24.6,37.46,336.45,Rice,Urea
Sandy,7.33,57.52,37,18,103,34.64,47.66,1009.03,Rice,Urea
Silt,4.82,55.77,158,35,62,24.08,77.88,2780.41,Rice,DAP
Loamy,6.85,26.9,40,89,47,14.1,60.02,2625.96,Rice,Urea
Loamy,8.39,38.92,69,36,20,10.13,80.65,415.53,Rice,DAP
Silt,5.79,26.39,147,22,92,19.59,78.21,595.49,Rice,DAP
Clay,8.25,36.88,45,89,64,27.63,48.2,1874.92,Rice,Urea
Silt,7.29,13.16,154,42,104,36.05,78.97,1190.89,Rice,DAP
Silt,6.73,40.49,47,22,75,31.35,77.58,417.83,Rice,Urea
Sandy,7.19,27.74,55,75,54,13.88,74.15,1514.71,Rice,Urea
Clay,4.93,19.78,152,47,72,21.06,37.35,1784.84,Rice,Compost
Silt,7.02,48.0,32,64,85,19.21,54.91,2614.61,Rice,Urea
Sandy,8.21,39.31,67,89,43,18.96,68.76,1165.01,Rice,Zinc Sulphate
Sandy,8.08,55.23,44,61,58,39.53,68.24,2679.63,Rice,Urea
Sandy,4.77,58.32,122,79,119,28.77,75.65,2446.12,Rice,Compost
Silt,5.34,31.7,120,41,57,37.08,77.57,1802.42,Rice,Compost
Clay,5.7,11.3,86,50,70,39.49,62.52,2132.73,Rice,Urea
Sandy,6.82,25.85,111,45,18,36.0,82.28,2996.53,Rice,MOP
Clay,8.33,52.24,48,31,59,25.71,35.28,552.71,Rice,Urea
Clay,5.04,17.65,159,48,41,28.41,57.03,1799.64,Rice,Compost
Clay,7.53,25.17,44,84,43,15.41,62.84,554.84,Rice,Urea
Sandy,7.53,14.0,132,84,107,38.17,81.06,2791.11,Rice,SSP
Clay,8.37,17.35,36,28,107,24.64,35.18,1388.56,Rice,Urea
Sandy,8.47,43.34,69,22,94,37.6,42.43,1641.47,Rice,DAP
Clay,4.8,42.07,129,58,29,31.61,47.21,2450.4,Rice,MOP
Sandy,7.38,34.67,24,70,66,29.96,56.65,1666.45,Rice,Urea
Silt,7.27,32.53,89,69,58,32.92,37.83,2281.4,Rice,Zinc Sulphate
Silt,6.68,13.26,35,11,43,37.26,68.38,2306.34,Rice,Urea
Loamy,8.24,25.45,21,89,66,14.65,57.78,920.34,Rice,Urea
Loamy,8.35,49.47,80,31,109,29.43,46.88,2849.92,Rice,DAP
Sandy,6.67,51.6,159,70,27,39.09,55.94,1293.82,Rice,MOP
Sandy,6.27,42.61,78,50,113,17.56,48.29,924.54,Rice,DAP
Clay,8.03,31.83,30,44,105,19.11,42.97,2463.97,Rice,Urea
Clay,7.64,29.42,120,10,101,37.8,65.26,972.71,Rice,DAP
Sandy,6.2,52.32,80,10,97,19.57,69.21,1654.61,Rice,DAP
Silt,6.77,37.0,70,42,93,23.35,71.65,1055.01,Rice,NPK
Loamy,7.5,30.47,115,14,34,16.28,69.94,1481.53,Rice,DAP
Sandy,4.54,35.8,23,10,111,38.03,70.71,1786.38,Rice,Urea
Clay,5.34,11.66,56,25,78,24.71,73.31,1084.08,Rice,Urea
Loamy,7.62,14.18,117,70,93,28.61,80.14,2097.68,Rice,NPK
Clay,7.5,15.61,60,45,65,11.29,70.75,287.83,Rice,NPK
Clay,7.43,38.73,106,65,19,38.96,64.17,2487.19,Rice,MOP
Silt,8.38,41.98,140,37,59,15.09,57.39,884.37,Rice,DAP
Silt,5.08,24.22,94,45,75,23.41,57.55,1594.17,Rice,Compost
Clay,8.3,14.23,103,52,62,26.49,49.26,427.83,Rice,Zinc Sulphate
Sandy,4.89,10.2,42,63,105,16.85,30.04,2019.37,Rice,Urea
Loamy,7.75,59.21,40,63,81,27.37,70.21,2967.9,Rice,Urea
Loamy,7.11,59.64,104,79,23,14.28,47.22,2161.46,Rice,MOP
Sandy,8.05,20.47,49,70,19,33.6,87.68,1701.64,Rice,Urea
Loamy,8.24,24.63,62,44,54,27.3,55.97,1094.27,Rice,Zinc Sulphate
Clay,7.6,36.36,69,16,94,18.17,85.21,2841.64,Rice,DAP
Silt,5.44,35.32,128,87,70,15.44,33.61,336.54,Rice,Compost
Silt,6.64,26.23,83,35,63,23.23,32.06,287.33,Rice,DAP
Sandy,7.99,46.89,136,45,105,27.57,57.95,618.93,Rice,Zinc Sulphate
Sandy,7.31,30.37,31,35,55,30.91,66.29,233.95,Rice,Urea
Silt,7.56,14.31,140,60,60,38.56,88.55,2053.41,Rice,Urea
Sandy,7.83,18.01,120,89,29,35.46,74.86,1723.6,Rice,MOP
Silt,7.72,59.83,136,73,47,39.66,60.73,1373.74,Rice,NPK
Sandy,4.93,14.64,73,60,26,28.57,54.48,2299.32,Rice,MOP
Sandy,6.14,41.7,99,32,99,26.17,31.88,2894.78,Rice,DAP
Sandy,6.11,22.48,41,67,103,27.35,67.02,2950.23,Rice,Urea
Loamy,6.85,27.09,24,65,72,13.26,84.06,2840.56,Rice,Urea
Loamy,5.66,54.21,35,68,61,26.21,40.97,1391.69,Rice,Urea
Sandy,6.27,25.11,121,10,108,36.41,33.79,560.38,Rice,DAP
Silt,5.02,31.69,56,66,11,33.88,84.16,2131.38,Rice,Urea
Loamy,6.48,12.22,144,89,21,27.74,43.3,605.07,Rice,MOP
Sandy,6.96,56.78,92,36,107,13.11,58.41,1469.57,Rice,DAP
Silt,8.31,23.03,120,69,110,20.11,83.5,1138.96,Rice,Zinc Sulphate
Silt,7.93,17.94,145,73,77,36.62,76.94,305.93,Rice,Zinc Sulphate
Clay,8.27,52.47,47,26,17,30.64,79.02,2491.92,Rice,Urea
Clay,5.94,42.09,95,81,41,32.15,64.54,2971.31,Rice,DAP
Silt,4.56,15.66,147,76,20,23.95,32.05,470.66,Rice,MOP
Loamy,8.18,15.62,90,85,35,30.72,64.17,2569.29,Rice,MOP
Sandy,8.1,18.8,26,32,99,21.21,76.24,1046.2,Rice,Urea
Silt,8.04,15.55,118,11,70,32.79,76.23,2991.73,Rice,DAP
Silt,4.66,36.4,97,26,101,13.97,75.14,2585.73,Rice,DAP
Loamy,6.54,27.29,116,82,60,36.23,76.67,1999.98,Rice,NPK
Sandy,6.85,13.81,152,51,117,10.05,51.48,285.42,Rice,MOP
Silt,6.73,32.78,71,17,80,38.81,72.59,1794.38,Rice,DAP
Clay,5.05,58.28,150,61,118,22.77,34.12,639.03,Rice,Compost
Clay,6.68,36.87,69,80,75,17.96,33.15,2556.58,Rice,NPK
Silt,6.65,54.0,141,53,60,32.08,45.41,765.95,Rice,NPK
Sandy,6.09,27.7,115,48,71,30.47,32.29,1159.48,Rice,MOP
Silt,7.92,11.08,77,88,10,27.06,61.66,1939.0,Rice,MOP
Silt,7.76,43.85,37,68,116,14.35,31.94,201.77,Rice,Urea
Loamy,7.53,16.11,53,81,62,18.07,59.98,2211.43,Rice,Urea
Sandy,6.83,48.71,81,26,65,26.25,73.87,2855.68,Rice,DAP
Sandy,6.51,14.4,33,21,34,36.16,44.46,1920.38,Rice,Urea
Clay,5.63,31.29,37,21,16,27.62,32.34,895.31,Rice,Urea
Clay,6.07,49.15,111,78,66,29.35,87.42,1424.03,Rice,NPK
Clay,6.25,21.62,70,13,85,20.45,67.68,277.99,Rice,DAP
Sandy,7.1,33.17,121,25,117,32.04,59.42,903.09,Rice,DAP
Clay,5.91,17.87,43,13,51,28.79,60.28,1958.93,Rice,Urea
Silt,7.12,56.52,119,18,42,34.13,83.15,1063.73,Rice,DAP
Loamy,7.36,54.63,37,89,46,10.32,44.07,1000.9,Rice,Urea
Sandy,5.16,58.67,54,69,114,26.88,80.56,2041.91,Rice,Urea
Loamy,4.58,48.61,121,88,32,12.16,58.76,653.98,Rice,MOP
Loamy,7.08,20.15,156,64,100,39.3,39.73,2675.15,Rice,DAP
Silt,6.38,52.26,107,63,112,34.17,50.16,1288.06,Rice,Compost
Loamy,7.27,18.63,40,51,60,36.01,39.16,2489.06,Rice,Urea
Silt,5.57,37.54,155,49,81,14.4,82.56,2625.16,Rice,NPK
Clay,5.74,52.59,69,55,54,15.47,41.85,1961.11,Rice,NPK
Sandy,7.26,56.44,103,28,24,17.81,57.24,2759.63,Rice,DAP
Sandy,6.79,24.08,121,32,118,14.63,38.66,703.82,Rice,DAP
Sandy,7.37,23.53,133,47,104,22.42,69.31,1451.56,Rice,Compost
Clay,4.52,33.87,33,37,19,24.92,68.47,785.54,Rice,Urea
Loamy,5.53,46.94,39,47,22,18.76,59.32,1783.76,Rice,Urea
Silt,7.63,59.0,63,24,25,26.65,57.85,1253.1,Rice,DAP
Sandy,8.23,31.72,122,22,41,37.72,66.6,1365.48,Rice,DAP
Loamy,5.81,58.53,136,29,54,15.0,62.63,995.08,Rice,DAP
Loamy,4.69,33.96,32,54,118,22.43,35.52,2527.06,Rice,Urea
Loamy,6.1,25.15,63,31,56,23.94,77.41,479.97,Rice,DAP
Silt,5.4,26.67,27,46,78,30.79,31.01,1397.79,Rice,Urea
Loamy,5.65,29.18,28,89,21,17.07,88.85,1826.05,Rice,Urea
Sandy,6.62,37.14,140,66,53,22.5,89.08,1614.44,Rice,NPK
Silt,5.69,49.79,61,50,60,16.11,31.49,955.09,Rice,Zinc Sulphate
Sandy,7.16,31.69,133,48,13,23.61,64.62,2294.54,Rice,MOP
Silt,4.6,58.33,87,63,86,14.4,49.0,1231.42,Rice,Compost
Loamy,6.21,42.66,95,53,16,23.96,80.31,2323.26,Rice,MOP
Silt,5.04,22.64,143,49,48,37.02,36.63,1725.7,Rice,Compost
Loamy,7.55,15.27,81,69,55,33.61,69.74,384.26,Rice,Urea
Loamy,5.97,34.09,121,69,102,19.56,60.15,2858.67,Rice,DAP
Loamy,6.67,56.0,27,46,29,23.32,50.69,1613.18,Rice,Urea
Sandy,8.06,40.35,47,58,31,25.0,88.96,2482.22,Rice,Urea
Silt,6.36,23.84,156,29,72,26.48,70.52,2511.7,Sugarcane,DAP
Loamy,5.55,15.37,33,17,72,30.04,40.31,1662.51,Sugarcane,Urea
Loamy,7.47,43.58,90,82,29,17.54,57.53,748.42,Sugarcane,MOP
Clay,5.01,56.7,133,25,79,37.18,57.23,1552.24,Sugarcane,DAP
Clay,4.79,53.84,78,58,86,17.02,38.26,2143.9,Sugarcane,Compost
Sandy,7.19,57.58,53,43,26,16.43,63.06,1649.51,Sugarcane,Urea
Silt,5.77,35.92,137,69,16,28.33,80.69,988.68,Sugarcane,MOP
Loamy,5.2,52.38,95,47,118,23.79,64.01,736.3,Sugarcane,Compost
Sandy,7.93,41.49,46,81,31,12.79,42.39,1683.42,Sugarcane,Urea
Silt,8.42,34.9,21,65,41,27.54,82.46,879.38,Sugarcane,Urea
Silt,5.36,46.65,64,37,101,33.1,82.44,2166.88,Sugarcane,DAP
Clay,4.94,28.58,101,68,70,29.09,65.51,2440.44,Sugarcane,Compost
Clay,7.91,11.09,149,13,12,26.67,41.16,1435.53,Sugarcane,DAP
Clay,4.83,53.75,137,36,113,12.23,34.44,864.57,Sugarcane,DAP
Sandy,7.75,17.43,23,79,94,13.77,69.06,2299.74,Sugarcane,Urea
Loamy,6.75,28.89,158,44,59,15.73,51.09,2854.21,Sugarcane,SSP
Loamy,6.4,40.6,56,81,117,35.24,30.16,1438.17,Sugarcane,Urea
Silt,6.94,13.14,115,52,40,39.51,44.87,1225.21,Sugarcane,NPK
Loamy,6.66,18.14,77,57,55,15.3,62.38,1020.75,Sugarcane,Zinc Sulphate
Sandy,5.84,11.66,95,10,103,25.3,60.47,2167.76,Sugarcane,DAP
Sandy,5.04,35.71,106,11,117,37.83,41.32,1912.27,Sugarcane,DAP
Clay,7.4,21.47,126,80,10,21.09,45.01,964.61,Sugarcane,MOP
Sandy,7.37,19.03,87,74,112,32.18,50.11,2924.27,Sugarcane,Zinc Sulphate
Sandy,6.13,23.58,54,61,38,31.63,78.83,1306.97,Sugarcane,Urea
Loamy,5.67,35.73,39,65,80,15.44,47.15,689.01,Sugarcane,Urea
Silt,7.74,53.93,57,20,65,24.33,41.39,2779.82,Sugarcane,Urea
Clay,8.08,46.72,58,72,118,12.77,58.22,994.87,Sugarcane,Urea
Silt,4.69,36.9,79,56,39,31.11,88.02,220.91,Sugarcane,MOP
Silt,6.39,23.81,64,71,103,34.3,39.63,861.43,Sugarcane,NPK
Silt,4.57,51.62,98,85,18,21.87,38.51,2738.02,Sugarcane,MOP
Loamy,6.0,47.32,44,72,39,19.91,87.67,1960.3,Sugarcane,Urea
Sandy,4.8,44.79,47,23,42,33.28,52.44,1306.04,Sugarcane,Urea
Loamy,5.2,28.92,80,87,45,26.32,77.0,2350.92,Sugarcane,Compost
Sandy,5.18,45.43,87,28,26,14.51,71.43,1229.91,Sugarcane,DAP
Sandy,7.02,19.12,95,64,56,14.79,77.14,1598.45,Sugarcane,NPK
Loamy,4.57,17.25,26,67,61,34.96,45.36,499.03,Sugarcane,Urea
Loamy,6.82,39.31,78,71,41,25.12,50.82,1754.09,Sugarcane,DAP
Loamy,5.61,34.12,127,50,21,22.5,85.77,2032.23,Sugarcane,MOP
Clay,6.78,28.38,44,23,63,11.78,38.49,954.9,Sugarcane,Urea
Clay,4.67,27.97,22,31,32,15.87,89.2,371.17,Sugarcane,Urea
Clay,7.22,24.54,109,56,53,26.66,62.49,257.25,Sugarcane,SSP
Silt,6.62,10.98,150,32,55,10.0,50.78,1074.28,Sugarcane,DAP
Silt,7.15,57.54,62,35,50,12.53,48.28,1742.49,Sugarcane,DAP
Sandy,6.14,11.51,44,26,117,26.01,84.34,341.57,Sugarcane,Urea
Clay,6.14,33.33,36,62,115,18.89,50.06,1376.1,Sugarcane,Urea
Sandy,6.82,59.64,158,31,97,14.37,79.22,2250.57,Sugarcane,DAP
Clay,7.37,17.79,33,27,61,17.57,36.79,2753.53,Sugarcane,Urea
Loamy,6.52,56.69,101,41,38,31.21,60.21,2567.42,Sugarcane,MOP
Clay,5.22,37.86,87,54,101,25.66,38.86,1351.52,Sugarcane,Compost
Clay,7.51,19.63,69,67,65,33.57,42.7,2380.5,Sugarcane,NPK
Silt,6.38,19.65,62,39,38,34.63,82.4,205.14,Sugarcane,DAP
Silt,6.54,34.41,47,68,81,25.3,63.48,1994.08,Sugarcane,Urea
Clay,6.55,46.9,148,89,110,10.36,51.78,2615.29,Sugarcane,Compost
Silt,5.51,25.65,53,69,59,39.15,42.67,2464.44,Sugarcane,Urea
Clay,5.77,48.96,50,24,74,39.84,62.56,2000.9,Sugarcane,Urea
Loamy,7.91,39.44,156,65,41,34.54,58.6,1210.54,Sugarcane,Zinc Sulphate
Sandy,5.58,55.16,131,80,33,29.97,66.72,1590.0,Sugarcane,MOP
Clay,5.28,51.01,56,39,112,24.2,60.52,1522.92,Sugarcane,Urea
Silt,6.93,25.53,140,48,107,26.98,75.23,1537.12,Sugarcane,Compost
Clay,8.32,53.27,95,80,18,16.85,39.27,2394.21,Sugarcane,MOP
Silt,7.97,53.2,62,25,59,18.99,76.09,1512.46,Sugarcane,DAP
Silt,6.92,38.0,48,82,105,15.84,55.59,2723.61,Sugarcane,Urea
Sandy,5.48,45.59,26,33,49,21.99,81.3,1289.91,Sugarcane,Urea
Clay,5.75,35.18,98,82,46,21.48,43.27,692.49,Sugarcane,Urea
Silt,5.62,13.11,157,54,35,20.8,61.48,998.41,Sugarcane,MOP
Clay,6.88,23.94,112,42,83,10.56,54.39,227.93,Sugarcane,MOP
Clay,5.22,29.99,92,48,24,11.07,51.22,1200.99,Sugarcane,MOP
Loamy,4.76,35.28,145,17,105,19.04,80.8,2205.38,Sugarcane,DAP
Silt,4.65,16.79,142,50,108,13.92,81.68,1919.9,Sugarcane,Compost
Loamy,5.01,35.57,132,64,53,34.65,44.64,2125.18,Sugarcane,Compost
Silt,5.18,33.22,91,76,76,25.81,77.35,2576.52,Sugarcane,Compost
Sandy,5.38,49.78,35,11,96,20.36,80.99,1885.07,Sugarcane,Urea
Silt,7.08,46.59,33,42,20,22.86,61.09,2874.91,Sugarcane,Urea
Sandy,5.38,54.68,129,46,36,34.39,56.19,278.13,Sugarcane,MOP
Loamy,8.46,36.01,75,15,77,29.18,88.01,2552.12,Sugarcane,DAP
Silt,5.52,20.19,28,27,79,33.95,80.24,2079.52,Sugarcane,Urea
Sandy,7.69,51.29,127,84,22,27.18,55.52,2400.88,Sugarcane,MOP
Loamy,6.93,28.75,47,74,76,17.4,66.89,1750.6,Sugarcane,Urea
Sandy,5.31,10.76,27,16,78,32.34,87.19,1636.6,Sugarcane,Urea
Loamy,4.93,35.55,43,51,63,13.85,48.36,369.91,Sugarcane,Urea
Sandy,6.94,31.71,105,35,46,22.58,50.12,1315.83,Sugarcane,DAP
Clay,5.35,23.98,53,25,93,12.02,81.85,2579.63,Sugarcane,Urea
Clay,6.23,37.72,66,27,60,35.24,51.28,882.68,Sugarcane,DAP
Sandy,4.56,59.27,20,39,19,18.83,84.16,2262.99,Sugarcane,Urea
Clay,6.12,45.05,97,50,57,11.42,76.35,1729.13,Sugarcane,MOP
Clay,7.98,33.75,72,18,106,26.48,31.27,1911.98,Sugarcane,DAP
Silt,5.54,10.55,67,45,25,37.71,80.25,2486.1,Sugarcane,MOP
Clay,5.3,19.1,101,54,107,32.48,62.05,2189.6,Sugarcane,Compost
Sandy,8.17,41.53,120,71,112,33.5,57.32,310.76,Sugarcane,Zinc Sulphate
Clay,4.71,19.58,66,17,58,10.47,69.16,2590.69,Sugarcane,DAP
Sandy,6.88,44.83,80,36,70,11.44,80.03,903.45,Sugarcane,DAP
Clay,7.99,40.54,148,20,42,37.65,38.52,862.44,Sugarcane,DAP
Loamy,5.53,15.77,132,57,86,30.95,45.55,717.34,Sugarcane,NPK
Loamy,6.78,21.6,39,86,97,37.49,64.77,2447.66,Sugarcane,Urea
Silt,6.03,27.54,155,75,96,30.84,42.81,1313.88,Sugarcane,NPK
Clay,8.32,45.86,43,15,55,14.07,51.32,2433.5,Sugarcane,Urea
Loamy,5.79,12.55,77,43,99,36.11,58.58,1499.65,Sugarcane,SSP
Clay,6.54,18.56,22,46,16,35.34,68.7,1964.94,Sugarcane,Urea
Sandy,5.58,13.44,53,38,19,22.8,31.37,930.06,Sugarcane,Urea
Sandy,5.54,35.44,121,80,17,14.11,64.61,494.45,Sugarcane,MOP
Loamy,6.87,18.18,142,11,78,37.35,66.43,1573.7,Sugarcane,DAP
Clay,7.88,34.04,111,49,41,36.22,61.72,2172.24,Sugarcane,Zinc Sulphate
Clay,7.16,10.88,41,41,110,38.58,50.74,1719.59,Sugarcane,Urea
Loamy,4.78,12.28,89,34,95,21.36,68.59,227.95,Sugarcane,DAP
Clay,4.81,49.52,83,29,12,18.03,43.34,2205.34,Sugarcane,DAP
Clay,8.17,25.97,85,52,112,20.07,32.62,719.76,Sugarcane,Zinc Sulphate
Silt,8.48,20.42,86,68,59,27.71,43.32,2229.99,Sugarcane,Zinc Sulphate
Sandy,6.49,19.62,112,48,19,29.65,83.3,1925.46,Sugarcane,MOP
Clay,6.14,31.58,124,48,96,34.87,67.25,2406.79,Sugarcane,NPK
Silt,7.95,58.72,43,87,94,15.86,81.25,291.69,Sugarcane,Urea
Loamy,7.92,43.94,35,71,64,14.49,35.6,2358.22,Sugarcane,Urea
Clay,6.44,43.88,63,21,30,19.48,45.32,1268.91,Sugarcane,DAP
Clay,7.88,11.15,84,70,10,20.09,39.14,2517.21,Sugarcane,MOP
Silt,7.77,13.81,128,22,73,16.25,75.54,2204.09,Sugarcane,DAP
Sandy,7.99,46.11,116,77,74,19.73,56.47,1531.82,Sugarcane,Zinc Sulphate
Sandy,5.51,24.75,35,81,21,34.22,71.38,1415.39,Sugarcane,Urea
Clay,8.01,13.85,154,66,119,27.26,39.14,2214.97,Sugarcane,Zinc Sulphate
Loamy,6.88,46.78,85,31,56,17.2,82.63,2966.01,Sugarcane,DAP
Clay,8.33,33.44,157,55,101,24.1,88.73,1208.15,Sugarcane,Zinc Sulphate
Loamy,6.52,27.62,139,46,111,25.18,53.68,1208.49,Sugarcane,NPK
Sandy,5.51,40.81,152,17,106,18.63,44.87,2388.2,Sugarcane,DAP
Loamy,6.52,32.21,76,69,118,25.15,65.68,2859.75,Sugarcane,Zinc Sulphate
Loamy,8.11,47.82,99,18,66,33.78,38.46,2033.33,Sugarcane,DAP
Sandy,7.36,46.91,100,54,39,16.46,35.84,1436.36,Sugarcane,MOP
Clay,6.88,14.66,143,82,103,32.54,74.05,1026.21,Sugarcane,Compost
Silt,5.29,45.83,119,34,37,29.86,49.2,1749.46,Sugarcane,DAP
Sandy,4.92,18.49,62,23,117,21.99,42.2,572.38,Sugarcane,DAP
Clay,6.78,10.32,131,72,116,18.92,62.92,520.93,Sugarcane,DAP
Loamy,6.55,24.9,136,26,90,38.26,86.65,1664.58,Sugarcane,DAP
Clay,4.9,16.95,155,62,65,24.41,83.79,1314.2,Sugarcane,Compost
Sandy,7.53,14.01,136,26,84,31.98,46.95,2637.14,Sugarcane,DAP
Clay,7.47,57.31,109,13,60,29.73,66.72,2415.53,Sugarcane,DAP
Loamy,7.79,41.23,91,86,91,23.91,47.28,815.3,Sugarcane,DAP
Loamy,8.09,12.34,77,41,88,11.14,50.02,2848.34,Sugarcane,Zinc Sulphate
Sandy,7.99,25.92,71,24,71,24.53,47.52,2125.9,Sugarcane,DAP
Clay,8.42,37.36,99,11,72,15.07,47.1,2599.6,Sugarcane,DAP
Clay,4.66,50.65,72,23,37,25.58,64.32,1261.73,Sugarcane,DAP
Loamy,6.72,11.44,72,79,58,23.68,83.88,961.92,Sugarcane,Compost
Sandy,5.09,39.06,81,45,19,22.41,47.76,866.62,Sugarcane,MOP
Sandy,6.88,10.16,50,21,36,30.08,67.74,569.89,Sugarcane,Urea
Sandy,5.28,21.54,84,26,96,18.26,77.59,2585.67,Sugarcane,DAP
Clay,7.09,10.83,95,26,29,30.09,75.02,1166.79,Sugarcane,DAP
Silt,5.57,41.32,79,53,40,15.34,37.7,1713.99,Sugarcane,NPK
Silt,5.97,35.55,84,72,65,24.12,44.03,1242.16,Sugarcane,DAP
Loamy,6.87,59.74,119,85,88,26.94,59.26,1102.01,Sugarcane,MOP
Sandy,5.56,51.25,84,81,46,35.99,72.46,2492.26,Sugarcane,Zinc Sulphate
Loamy,4.71,58.32,158,27,93,31.34,76.7,1096.97,Sugarcane,DAP
Silt,7.75,44.51,89,22,38,33.35,82.81,972.95,Sugarcane,DAP
Silt,5.47,13.45,64,51,23,28.58,46.43,2098.97,Sugarcane,MOP
Loamy,6.41,20.91,49,11,45,19.0,54.63,362.45,Sugarcane,Urea
Clay,7.9,25.9,38,10,46,25.68,85.55,510.6,Sugarcane,Urea
Sandy,7.42,19.48,48,54,50,17.8,38.13,1147.52,Sugarcane,Urea
Clay,4.69,44.31,25,47,10,23.6,78.1,2153.21,Sugarcane,Urea
Loamy,5.3,38.2,124,13,90,15.21,75.29,1738.8,Sugarcane,DAP
Sandy,6.98,25.63,33,35,31,18.07,77.56,1371.46,Sugarcane,Urea
Silt,5.32,38.15,113,82,13,29.83,65.33,1952.25,Sugarcane,MOP
Sandy,4.97,49.12,38,16,95,21.78,33.8,2816.53,Sugarcane,Urea
Silt,6.17,50.01,150,28,42,38.34,52.67,2797.44,Sugarcane,DAP
Sandy,7.95,54.89,56,61,23,11.24,33.34,2933.68,Sugarcane,Urea
Clay,5.72,57.34,37,38,119,11.62,64.43,2393.49,Sugarcane,Urea
Sandy,8.2,41.99,30,40,59,23.79,31.23,2425.62,Sugarcane,Urea
Silt,5.64,56.18,105,55,53,16.75,73.17,2847.5,Sugarcane,Zinc Sulphate
Silt,6.65,39.47,47,79,99,31.88,35.28,2743.21,Sugarcane,Urea
Sandy,6.63,48.61,134,39,84,19.7,37.56,553.21,Sugarcane,DAP
Silt,6.37,47.26,123,45,44,17.38,67.22,1223.88,Sugarcane,NPK
Silt,5.28,37.66,107,52,80,27.6,64.6,2918.32,Sugarcane,Compost
Loamy,6.16,56.92,29,47,23,16.12,36.48,1549.23,Sugarcane,Urea
Loamy,6.34,38.91,136,72,111,25.94,77.02,2479.47,Sugarcane,NPK
Sandy,8.39,30.27,149,56,36,16.12,84.51,2622.5,Sugarcane,MOP
Clay,6.11,34.1,59,68,36,31.29,35.43,2420.63,Sugarcane,Urea
Sandy,5.1,20.13,52,19,22,31.48,48.42,1739.24,Sugarcane,Urea
Loamy,8.41,26.18,61,36,38,39.55,50.88,1873.94,Sugarcane,DAP
Clay,6.19,13.55,125,37,90,16.11,64.07,908.88,Sugarcane,DAP
Loamy,4.95,28.79,118,81,112,12.07,37.26,1724.33,Sugarcane,Compost
Silt,7.35,31.78,31,58,21,33.59,70.57,627.63,Sugarcane,Urea
Silt,8.3,46.38,157,42,38,37.89,83.97,1390.54,Sugarcane,MOP
Silt,4.92,10.46,58,78,76,31.42,88.66,1272.79,Sugarcane,Urea
Loamy,7.66,58.95,30,79,79,10.37,67.18,1147.96,Sugarcane,Urea
